rating,problem_rating,submissions,volatility,success_rate,new_rating
3055,3120,5,76,0.08,2856
2023,3724,4,155,0.88,1999
839,2721,4,56,0.89,817
646,3496,8,100,0.09,282
3871,1095,1,121,0.85,3984
1772,3320,4,127,0.04,1580
1121,2410,2,128,0.69,1090
2549,3067,1,165,0.01,2507
3619,3082,6,73,0.15,3434
1555,1013,6,130,0.58,1554
3192,3033,4,197,0.74,3281
2151,1099,7,67,0.08,1896
3445,2297,9,87,0.57,3338
618,2707,9,169,0.57,425
604,3446,9,150,0.37,321
1735,2876,8,96,0.0,1335
924,3437,5,88,0.5,799
1684,2156,1,146,0.75,1681
1210,2659,5,111,0.04,970
3464,1160,1,140,0.21,3564
1531,3801,1,65,0.06,1484
2738,534,8,150,0.61,2732
3569,1691,5,122,0.86,3656
566,2261,1,175,0.48,540
3724,1652,6,90,0.72,3730
2599,580,8,65,0.28,2376
3192,2646,1,176,0.36,3329
2915,760,7,167,0.27,2826
2225,2079,3,139,0.36,2226
872,811,9,175,0.97,961
3303,712,3,76,0.79,3347
3823,2465,2,139,0.71,3933
3527,2026,1,158,0.47,3658
2909,3989,7,101,0.39,2696
1862,2593,7,93,0.12,1555
1482,3550,5,179,0.71,1410
2307,912,10,90,0.28,2037
2962,3115,8,138,0.14,2658
2778,1637,9,191,0.76,2861
3235,2564,5,136,0.75,3306
711,2218,7,77,0.09,393
1320,3012,5,71,0.81,1273
574,3208,3,175,0.96,568
3972,2093,7,161,0.99,4129
3747,875,8,101,0.89,3804
569,2764,10,147,0.87,504
1974,1898,10,65,0.32,1673
1948,552,6,109,0.14,1799
3933,777,6,56,0.72,3905
1610,547,9,155,0.8,1675
1122,1681,5,118,0.49,999
3298,3442,2,179,0.5,3302
3188,2515,2,78,0.12,3176
2210,2440,2,176,0.19,2166
2880,1529,2,79,0.19,2878
1959,720,2,139,0.5,2048
2815,2372,5,87,0.4,2746
3995,726,5,130,0.44,3985
2341,3929,7,186,0.2,2061
2491,2576,1,175,0.4,2528
2917,3080,2,111,0.17,2865
2085,1752,4,75,0.61,2072
3177,2485,5,97,0.99,3270
3575,1438,9,75,0.68,3506
3765,1455,5,147,0.38,3757
565,3117,10,127,0.24,185
1926,3956,8,119,0.82,1854
2077,3576,4,137,0.36,1949
3378,1887,9,194,0.09,3162
1641,2852,1,200,0.55,1619
2794,1492,4,126,0.59,2838
1525,2531,9,127,0.33,1224
1670,3647,2,122,0.43,1613
550,3732,1,168,0.63,532
2932,711,4,148,0.79,3038
1911,1414,3,155,0.41,1969
713,2266,2,86,0.33,646
1713,2411,5,132,0.19,1513
1232,3912,10,50,0.54,1002
3197,3661,1,50,0.17,3159
2116,877,2,167,0.82,2265
2858,3734,8,140,0.77,2767
862,641,10,152,0.01,486
1689,3757,8,53,0.71,1573
1441,2427,2,168,0.27,1369
1901,3610,3,89,0.32,1799
3220,2677,9,101,0.84,3245
1294,2717,6,162,0.43,1123
2088,2757,4,89,0.58,2006
1755,2392,7,77,0.57,1606
3219,3689,4,119,0.04,3034
3719,2268,1,190,0.4,3879
3098,2070,3,153,0.4,3161
1186,2579,2,136,0.32,1118
2930,3242,8,57,0.6,2778
2842,2073,10,148,0.82,2898
3002,1488,8,137,0.13,2791
1675,3986,3,157,0.4,1585
1163,2816,4,156,0.12,987
1757,2354,5,127,0.29,1583
2560,998,3,102,0.73,2621
3855,1521,8,106,0.7,3841
1117,2644,5,68,0.29,940
2760,1456,2,81,0.53,2794
2391,1327,7,50,0.19,2157
3877,1468,1,76,0.51,3928
3074,1142,3,190,0.51,3190
1407,2994,5,180,0.29,1230
3557,705,10,50,0.4,3307
1802,956,7,60,0.17,1571
1630,2669,8,107,0.73,1522
2991,2905,6,165,0.86,3052
3414,2064,10,186,0.96,3580
616,2071,10,132,0.51,371
542,3590,4,135,0.16,374
3870,3394,7,132,0.35,3766
2346,3994,5,80,0.89,2319
1255,2339,2,132,0.3,1185
3958,3720,7,104,0.25,3778
2601,1422,5,110,0.39,2558
2795,3512,3,134,0.27,2688
2469,2882,9,183,0.39,2210
1464,2387,8,194,0.27,1173
2447,3909,1,85,0.32,2413
599,928,7,181,0.58,476
2834,1837,9,148,0.4,2712
802,2226,9,93,0.45,555
2903,3080,7,172,0.81,2882
2888,2176,6,54,0.23,2710
3509,3734,9,118,0.51,3314
2808,2647,5,88,0.46,2736
2568,2453,3,84,0.78,2590
2348,1593,2,122,0.02,2370
3284,988,8,155,0.61,3283
1822,1434,5,172,0.8,1927
3624,2639,3,192,0.87,3796
1974,1921,8,153,0.04,1678
1636,1250,2,191,0.18,1726
740,2498,3,95,0.56,674
1789,1738,10,139,0.85,1794
1145,783,3,152,0.98,1277
2506,2193,6,183,0.46,2501
1896,558,1,86,0.86,1975
1006,3437,7,69,0.59,863
1634,3905,5,67,0.85,1597
3629,3656,3,146,0.17,3572
3735,703,7,112,0.25,3584
677,2703,9,182,0.48,443
2205,2489,4,120,0.29,2083
3532,2572,1,64,0.94,3593
2974,3898,7,147,0.56,2821
2303,613,6,112,0.86,2373
3829,1465,4,58,0.72,3831
1676,567,3,174,0.18,1727
1002,1478,6,170,0.22,778
555,640,7,130,0.33,370
3566,2277,4,118,0.41,3566
1661,1531,10,111,0.69,1581
3554,3267,6,185,0.14,3451
2804,1648,10,182,0.67,2821
2730,2118,7,50,0.99,2775
2368,710,5,108,0.87,2443
3103,575,5,192,0.16,3085
2797,1003,7,180,0.35,2749
1750,2609,5,187,0.71,1679
3329,2338,9,174,0.37,3219
2252,3758,8,166,0.81,2176
707,781,4,67,0.58,649
3998,3019,4,65,0.15,3893
3390,2118,7,181,0.58,3424
3233,3012,5,51,0.95,3260
3274,3346,2,148,0.02,3235
2501,1025,4,174,0.82,2639
3088,840,4,70,0.35,3028
2773,1691,9,77,0.0,2400
1018,2371,2,187,0.02,920
3862,1973,6,73,0.48,3779
3537,3127,6,99,0.49,3474
2853,3350,5,199,0.95,2851
1434,3851,5,147,0.53,1317
3923,1981,9,81,0.65,3846
3344,645,7,141,0.37,3264
3336,751,9,122,0.21,3102
3960,3736,10,78,0.82,3931
2919,2323,10,196,0.19,2704
1612,3238,9,77,0.57,1419
3189,2052,7,193,0.92,3354
3706,1527,10,181,0.68,3727
2043,2764,6,165,0.18,1800
1921,3370,1,92,0.48,1895
3769,1391,9,163,0.25,3594
790,579,5,98,0.52,746
769,3574,6,191,0.69,676
1221,3681,1,90,0.92,1217
1323,794,9,103,0.4,1151
3067,3674,4,180,0.05,2882
1960,1447,2,69,0.09,1935
661,3391,7,143,0.12,353
1547,2049,9,163,0.04,1124
2817,3001,6,135,0.6,2732
3488,2095,1,133,0.06,3574
823,970,5,134,0.01,616
2388,1110,3,55,0.02,2296
3373,1279,7,153,0.22,3253
1362,1115,8,200,0.81,1447
2064,1497,7,105,0.73,2071
2777,3346,5,179,0.93,2766
665,1498,1,50,0.71,651
1244,2082,8,117,1.0,1245
2433,3128,6,151,0.09,2163
2020,3708,2,125,0.76,1996
1791,2673,10,89,0.06,1322
3412,3545,1,103,0.98,3444
944,1136,9,124,0.57,781
3981,3065,6,122,0.35,3907
3226,3791,9,191,0.32,2927
2945,3707,7,145,0.15,2649
2589,1417,10,139,0.81,2633
3945,2694,1,161,0.04,4058
2237,1476,9,173,0.95,2385
3802,1301,1,142,0.41,3914
2654,2883,3,120,0.85,2657
3875,2522,1,140,0.66,3998
2796,1013,10,63,0.53,2624
3937,2957,1,54,0.16,3949
1528,2682,9,152,0.96,1510
2644,864,5,51,0.58,2590
1998,2994,2,56,0.24,1922
3075,1339,8,113,0.85,3128
599,1645,5,66,0.34,434
3142,1656,9,102,0.8,3154
3690,1960,9,198,1.0,3888
2019,3035,4,132,0.19,1857
1359,3763,5,196,0.08,1129
1073,2544,10,59,0.04,593
1628,3855,10,111,0.8,1528
3712,2216,9,57,0.71,3638
2157,2684,10,75,0.11,1715
3667,3584,7,136,0.71,3649
3956,1164,10,78,0.27,3669
3674,2783,10,156,0.68,3669
1028,2059,7,181,0.0,678
2528,1247,7,185,0.19,2429
2391,3208,5,162,0.19,2190
1220,3847,5,135,0.15,1008
1108,2345,1,135,0.05,1061
3255,3763,10,75,0.69,3104
1936,3802,1,110,0.74,1923
3640,675,6,87,0.27,3508
1242,909,8,59,0.87,1241
2654,3355,6,72,0.38,2469
3058,1073,8,91,0.46,2933
1299,1917,7,76,0.56,1147
2883,760,5,190,0.33,2905
3390,513,7,161,0.18,3264
3707,1834,2,191,0.91,3889
2334,2024,7,170,0.63,2350
3947,674,2,107,0.74,4028
2526,1902,3,194,0.6,2655
523,3107,1,86,1.0,523
1072,2467,4,138,0.25,922
3989,3815,5,126,0.79,4029
4000,1511,5,186,0.34,4021
3575,1535,6,124,0.03,3408
2090,2567,6,119,0.66,1995
2081,3743,9,127,0.3,1766
3237,1544,8,124,0.29,3077
2784,2834,3,151,0.97,2844
2101,3886,7,170,0.83,2042
3720,998,8,75,0.78,3707
3054,1305,6,125,0.71,3092
2466,1357,9,178,0.29,2324
3195,3536,1,140,0.17,3171
3880,2731,2,117,0.27,3924
2885,1029,7,185,0.74,2979
2612,3264,6,88,0.11,2347
1564,2565,9,82,0.33,1263
1977,2360,10,139,0.95,1966
2432,2143,9,76,0.68,2352
2599,1267,6,145,0.41,2567
2221,2242,3,171,0.78,2268
3931,1109,4,169,0.95,4090
3756,1949,3,102,0.96,3852
3706,3448,3,91,0.79,3749
1978,3782,1,69,0.45,1951
2252,3133,8,190,0.17,1921
1579,727,5,74,0.47,1520
563,3062,8,184,0.79,479
3107,3770,6,65,0.35,2913
2380,3969,3,111,0.25,2268
1838,1279,10,110,0.69,1789
2509,3590,7,156,0.75,2422
552,2305,2,114,0.5,502
3524,844,6,55,0.91,3552
3601,3942,2,160,0.77,3598
1997,719,4,78,0.34,1943
4000,907,1,61,0.36,4029
3202,1222,9,179,0.39,3106
2175,1862,6,147,0.44,2133
2755,764,4,172,0.36,2799
3968,2584,10,50,0.85,3943
1457,962,10,173,0.42,1331
770,3783,10,108,0.97,755
1994,2192,2,189,0.52,1992
1143,624,4,172,0.14,1135
1466,667,4,154,0.12,1442
2171,3906,10,149,0.06,1701
3866,1962,7,172,0.8,3968
597,1488,3,164,0.83,572
728,1821,4,75,0.02,532
3793,3625,1,78,0.66,3833
2352,941,1,108,0.39,2429
1903,2548,10,172,0.05,1432
754,3577,8,149,0.67,622
2342,834,6,197,0.32,2335
2994,3249,10,106,0.54,2784
3820,3600,8,115,0.83,3842
1061,626,4,80,0.39,1013
509,1952,5,115,0.37,352
1590,1801,2,68,0.08,1514
1117,1030,5,90,0.47,1041
1410,1247,8,146,0.32,1243
2148,1834,5,144,0.61,2174
3419,2526,9,93,1.0,3511
3952,1806,4,123,0.12,3899
763,1399,5,94,0.72,695
1030,1087,3,137,0.93,1077
2395,1918,1,149,0.51,2511
3113,1579,5,173,0.46,3151
3878,1749,3,97,0.22,3858
735,2869,5,166,0.35,573
2285,3077,2,77,0.3,2216
1531,3329,6,110,0.23,1300
2817,1640,8,163,0.63,2832
2010,688,3,72,0.91,2068
2688,1894,1,145,0.84,2824
3008,648,4,111,0.08,2935
1020,2692,6,165,0.77,951
909,2412,10,140,0.78,799
2796,2828,7,133,0.52,2688
2262,3728,4,88,0.64,2190
3536,1815,8,62,0.39,3354
3658,2254,10,118,0.27,3411
2062,2593,10,138,0.11,1623
3543,1683,8,99,0.74,3538
2851,506,1,140,0.2,2951
3028,3023,8,132,0.43,2867
2721,1129,9,184,0.01,2459
3351,1314,7,77,0.1,3113
2773,3067,8,119,0.37,2539
3640,3934,6,98,0.37,3466
1030,673,9,148,0.15,779
1851,2844,9,97,0.78,1752
735,2772,7,145,0.18,448
3957,2499,6,105,0.71,3975
2831,3921,6,135,0.69,2738
3494,3820,8,78,0.86,3448
668,3946,1,73,0.42,639
944,1267,6,74,0.13,693
1463,2935,1,159,0.47,1437
1670,1690,6,167,0.1,1479
650,2815,10,199,0.25,275
1749,3213,7,157,0.23,1480
2695,2666,3,191,0.93,2788
742,3646,2,159,0.69,711
3589,3653,8,184,0.61,3508
3282,2014,1,148,0.73,3416
2205,2965,5,130,0.26,2022
3066,2967,8,157,0.19,2842
2113,3340,9,142,0.33,1812
3369,1407,2,123,0.79,3471
1629,2505,9,156,0.71,1500
3506,631,3,166,0.0,3522
2439,1095,1,172,0.41,2581
3297,3286,5,75,0.5,3211
2396,3369,7,200,0.02,2054
1738,751,5,117,0.09,1627
3864,935,10,188,0.47,3787
986,3307,3,175,0.28,878
1722,3680,4,166,0.51,1624
763,1620,5,124,0.4,614
1211,2484,4,73,0.83,1177
3067,2748,5,77,0.78,3078
3332,1000,1,84,0.46,3389
3714,2942,5,171,0.21,3686
567,2173,8,187,0.72,455
2681,846,2,101,0.22,2704
1094,3364,8,163,0.69,970
2536,3535,8,107,0.02,2144
1562,1407,8,107,0.44,1414
3292,1023,1,152,0.31,3409
636,666,1,189,0.87,716
3782,2901,4,77,0.73,3805
1513,1873,10,104,0.83,1440
2933,2446,2,60,0.04,2894
1272,1272,2,164,0.38,1292
2823,2868,5,150,0.27,2706
3023,747,9,140,0.4,2893
731,1130,7,117,0.06,413
3361,1803,7,180,0.36,3317
1548,726,4,128,0.84,1643
676,2146,4,57,0.57,590
788,3572,7,154,0.08,466
1824,3450,6,139,0.06,1542
3233,955,7,54,0.92,3259
3807,1515,2,115,0.81,3903
524,3922,5,88,0.07,292
2143,2908,1,57,0.6,2124
3755,1082,10,112,0.42,3577
3048,1905,1,170,0.53,3194
612,1429,1,180,0.14,571
2850,3824,9,157,0.29,2531
590,2753,6,198,0.57,461
2539,2891,6,136,0.01,2258
3555,776,1,75,0.03,3581
2164,857,1,124,0.15,2245
1194,1469,4,151,0.1,1040
2696,1880,6,179,0.38,2687
1854,2151,6,105,0.43,1699
2064,1606,2,57,0.02,2019
2601,3517,7,181,0.75,2514
3616,3790,2,145,0.22,3577
3620,3540,5,171,0.53,3607
884,3471,3,63,0.83,859
799,2301,1,102,0.93,796
2788,2839,5,119,0.98,2834
3669,3274,5,114,0.63,3680
557,2171,3,80,0.09,421
1477,1318,8,196,0.41,1381
1507,1560,2,191,0.81,1569
1803,2230,8,71,0.34,1545
3972,1028,1,169,0.81,4131
3707,3273,6,198,0.74,3812
861,972,8,182,0.61,768
3011,683,9,120,0.26,2798
866,3740,2,177,0.12,778
1850,1993,1,186,0.41,1877
770,1195,8,177,1.0,784
2154,3962,5,185,0.52,2034
2568,1304,3,155,0.74,2684
2318,3330,5,77,0.39,2166
3778,3211,10,165,0.0,3437
3501,2556,7,118,0.64,3492
2893,3780,1,100,0.67,2877
3017,780,2,155,0.08,3080
696,3056,6,193,0.46,534
1975,1725,9,190,0.73,2007
969,3613,7,155,0.15,672
2374,1966,10,146,0.34,2177
1079,1381,6,192,0.47,949
891,955,7,59,0.13,611
1267,1282,8,155,0.38,1093
3752,2271,7,88,0.06,3511
3838,785,8,191,0.45,3809
1832,2606,8,54,0.48,1625
1691,1753,10,139,0.62,1558
3719,1732,3,183,0.09,3765
2754,615,6,116,0.98,2864
902,3133,5,138,0.11,680
654,3613,3,92,0.96,648
3573,563,3,194,0.26,3656
1679,787,1,180,0.9,1853
1814,1546,6,85,0.15,1629
1076,1322,3,128,0.6,1041
2132,3592,10,193,0.26,1762
3131,3421,3,108,0.33,3048
2128,1571,10,124,0.17,1832
2623,2177,7,196,0.62,2672
1280,2452,4,188,0.95,1270
540,3327,2,178,0.15,455
2375,3717,4,172,0.05,2185
880,1232,4,103,0.35,762
1278,3051,3,71,0.26,1167
3637,3750,7,161,0.08,3370
1828,677,6,165,0.81,1936
1341,1124,1,144,0.6,1433
1368,3724,6,52,0.4,1188
3820,1511,10,125,0.27,3580
2955,2344,4,98,0.99,3048
1069,596,9,119,0.68,1037
2147,2862,3,158,0.13,2019
2483,781,4,58,0.08,2357
1592,1074,6,196,0.3,1569
2709,3155,2,182,0.23,2645
2492,1920,10,90,0.12,2139
1508,2162,4,89,0.62,1434
3553,729,8,184,0.81,3661
1159,3392,2,132,0.05,1064
3414,2450,1,167,0.88,3574
3152,3548,9,108,0.15,2780
3042,1223,2,117,0.99,3158
2493,806,8,83,0.88,2528
3330,758,2,95,0.59,3384
1279,3502,4,148,0.01,1081
930,2907,3,188,0.35,833
3432,1027,10,89,0.58,3311
1183,3193,7,164,0.64,1057
2308,1165,9,122,0.25,2092
1924,2292,8,96,0.68,1806
2184,779,10,98,0.73,2147
3843,3677,1,187,0.21,3939
3984,1960,6,117,0.14,3843
1996,3848,3,155,0.69,1950
2505,953,7,115,0.23,2350
2182,1257,10,123,0.2,1904
2880,2426,3,106,0.18,2856
3131,2852,2,159,0.62,3225
3922,1933,10,113,0.88,3975
1944,2399,9,180,0.77,1853
3065,550,2,58,0.72,3095
1809,2158,4,121,0.33,1689
3525,3525,3,71,0.68,3512
3810,1504,9,184,0.01,3548
3004,1220,7,146,0.6,3010
735,1359,1,149,0.39,708
961,1059,8,128,0.59,843
1930,1034,3,64,0.56,1928
1169,950,8,199,0.47,1112
2198,3706,9,119,0.76,2090
985,3497,4,176,0.47,879
1642,2688,10,80,0.93,1607
2948,3973,5,127,0.75,2886
2238,1975,3,106,0.58,2262
2664,1663,3,129,0.31,2689
3931,3034,6,52,0.14,3725
1734,599,10,141,0.64,1695
3664,1135,9,90,0.04,3322
2428,1701,2,154,0.3,2510
3257,3933,2,160,0.77,3237
3078,706,7,101,0.44,2983
1219,847,4,77,0.78,1244
2601,3078,8,107,0.82,2535
2444,2283,5,88,0.02,2262
2617,3809,10,146,0.41,2322
1721,1589,5,146,0.39,1668
3931,3294,6,76,0.52,3861
2273,2100,4,196,1.0,2416
1851,3567,7,103,0.92,1823
1424,3816,2,155,0.77,1401
3664,782,2,80,0.65,3709
3321,2917,1,170,0.13,3432
3260,2022,4,115,0.98,3371
2437,3112,1,143,0.44,2412
1797,1778,9,72,0.78,1736
2787,1927,10,54,0.83,2756
681,1556,9,63,0.02,240
2107,983,2,117,0.78,2202
3423,3826,4,176,0.28,3295
3005,3583,7,151,0.47,2825
1466,2991,2,180,0.62,1428
2711,3847,10,153,0.81,2616
1562,1603,6,154,0.3,1420
2615,2887,1,131,0.33,2604
844,538,3,193,0.03,863
3690,661,9,77,0.92,3731
2744,3776,2,160,0.13,2657
2284,3391,6,180,0.72,2200
851,3774,1,143,0.38,820
2538,1179,6,100,0.51,2491
2067,3753,3,178,0.72,2025
3496,2788,5,109,0.49,3476
667,2667,8,172,0.8,587
3942,3306,7,190,0.22,3854
1283,1224,9,69,0.0,873
3978,1336,1,171,0.66,4132
2615,2746,1,90,0.47,2617
822,1345,4,99,0.79,785
2871,3669,8,103,0.67,2740
2030,3902,7,153,0.63,1901
3250,2988,8,100,0.61,3176
2668,3449,8,169,0.35,2410
2313,3776,3,117,0.56,2247
1197,2881,3,187,0.19,1076
1695,3438,10,183,0.85,1620
1582,639,9,166,0.75,1635
3064,3661,7,114,0.53,2903
1304,3501,4,144,0.4,1184
1232,2159,2,110,0.89,1222
557,3407,5,153,0.59,455
1098,522,7,178,0.33,1035
3916,3517,10,139,0.85,3967
3302,3190,6,55,0.65,3233
2077,2672,1,91,0.04,2032
3730,2685,1,192,0.62,3903
728,1315,3,143,0.66,682
2958,3085,3,141,0.21,2885
782,1837,8,51,0.6,622
1176,2302,8,198,0.21,860
2318,2088,9,91,0.69,2250
1319,1279,10,76,0.76,1241
2959,1976,1,137,0.12,3052
1392,2367,4,129,0.88,1368
1358,2925,5,71,0.94,1343
3683,1084,5,58,0.18,3536
1203,2667,9,73,0.65,1046
3736,3642,8,194,0.74,3755
3499,3670,4,149,0.47,3434
1213,3665,9,164,0.07,795
1735,3063,2,106,0.34,1669
2901,2834,4,177,0.37,2880
1249,2165,9,137,0.94,1223
2934,2293,10,59,0.1,2542
1040,2286,1,66,0.06,993
3220,2833,8,75,0.81,3212
591,2742,2,106,0.74,565
1442,1262,6,158,1.0,1559
3085,1183,7,190,0.68,3163
2685,1577,9,177,0.19,2497
3894,636,7,110,0.86,3955
3968,573,1,125,0.26,4056
3884,3960,8,198,0.26,3666
3972,2797,2,103,0.1,3985
679,3989,2,153,0.96,675
3781,3764,7,116,0.07,3516
3142,1821,5,60,0.42,3057
776,3983,3,117,0.28,668
1488,1252,9,73,0.05,1119
1632,1549,3,166,0.11,1601
1678,2149,6,176,0.22,1455
2740,3281,9,74,0.85,2676
2957,3119,10,62,0.17,2560
2223,2338,8,85,0.9,2212
2809,3595,5,155,0.48,2681
3136,1373,9,145,0.21,2925
3004,1407,3,98,0.14,2973
3980,1226,10,76,0.93,4021
1471,767,10,157,0.04,1145
1916,834,10,76,0.02,1502
708,1771,4,111,0.33,574
2365,2387,3,162,0.02,2294
1460,2444,9,127,0.87,1402
2980,1124,2,156,0.77,3113
3322,3570,6,146,1.0,3350
3448,616,6,118,0.59,3443
1556,1265,9,73,0.57,1424
3963,1703,10,121,0.5,3834
2943,921,6,158,0.34,2903
3219,1322,7,188,0.21,3130
1082,3408,2,95,0.51,1033
3958,884,4,119,0.25,3927
1139,2969,10,200,0.27,774
1809,1782,9,157,0.6,1714
3238,1432,6,165,0.6,3283
1496,617,5,76,0.96,1562
3629,3181,5,112,0.03,3491
2963,3994,9,148,0.84,2891
1689,3992,8,163,0.31,1413
2715,2237,6,64,0.05,2490
3587,3617,5,63,0.64,3526
741,1261,8,119,0.17,415
579,1225,9,172,0.03,147
3497,3962,5,163,0.14,3292
942,1599,7,72,0.36,720
3626,1220,6,110,0.97,3727
3706,1356,2,59,0.11,3676
1699,1310,5,124,0.87,1779
2529,1168,7,102,0.14,2330
751,850,10,98,0.67,621
781,2006,1,53,0.75,769
2839,2317,7,141,0.79,2900
3159,3205,2,172,0.87,3221
3863,3906,1,130,0.72,3906
3918,3388,10,181,0.4,3791
1750,2648,7,190,0.26,1492
2821,1008,3,67,0.9,2873
2382,3232,1,175,0.85,2376
1063,3694,10,102,0.9,1013
561,3303,3,85,0.85,539
1536,1744,4,56,0.75,1499
3308,3030,2,132,0.97,3415
1916,1105,4,187,0.94,2089
2168,2885,3,103,0.63,2114
2776,772,1,64,0.26,2803
2277,3321,8,103,1.0,2277
2224,3537,10,67,0.27,1859
2529,864,4,70,0.47,2493
3440,752,5,145,0.92,3565
2879,868,10,62,0.31,2596
3290,988,4,56,0.54,3254
1668,1631,9,107,0.51,1507
2342,2357,8,112,0.07,2024
2556,602,1,146,0.69,2686
1109,669,2,180,0.53,1229
3565,3469,4,184,0.57,3596
1999,2007,2,128,0.51,2013
1129,2521,4,194,0.28,985
2501,1721,9,177,0.14,2289
927,2491,9,71,0.79,833
1524,1427,3,159,0.59,1564
1124,3932,2,78,0.45,1069
2879,504,8,155,0.04,2650
618,1051,7,51,0.95,604
2868,2223,3,162,0.29,2920
3278,3332,3,108,0.48,3246
547,2138,9,198,0.6,367
1469,676,6,98,0.93,1545
2874,3809,8,53,0.18,2546
2753,2559,8,70,0.03,2418
3348,3980,8,92,0.37,3098
1984,1112,9,95,0.73,1957
2889,888,6,69,0.5,2808
838,3921,5,184,0.37,681
1792,2009,9,96,0.36,1525
3645,2212,7,171,0.49,3637
3405,3643,9,65,0.27,3090
2095,2349,10,152,0.69,1969
2956,2485,8,100,0.19,2726
597,512,3,65,0.44,553
2040,1995,1,82,0.81,2077
2314,1133,3,140,0.91,2440
1786,1292,6,173,0.44,1781
3089,563,6,85,0.71,3087
739,3589,10,56,0.24,359
522,884,2,185,0.13,455
3088,2997,9,106,0.62,2984
2003,2033,7,185,0.83,2028
3124,2530,8,177,0.01,2899
3973,2065,4,78,0.87,4025
1526,638,1,193,0.45,1690
2354,1418,7,121,0.71,2373
2673,1477,7,82,0.51,2583
3217,1117,4,50,0.16,3099
3160,624,10,179,0.25,2964
2953,3165,1,168,0.12,2947
889,3677,3,190,0.56,823
665,3066,1,109,0.78,654
2988,3737,2,175,0.3,2920
571,2814,3,141,0.51,498
3176,1656,4,84,0.65,3190
845,3069,10,143,0.55,620
1508,1414,9,92,0.72,1440
3650,2576,2,109,0.02,3661
2230,1722,3,158,0.94,2371
3918,2048,2,63,0.27,3908
3398,3100,7,118,0.43,3299
3251,3851,5,103,0.27,3072
2517,2572,10,114,0.85,2490
1448,1212,3,55,0.21,1373
2154,3452,7,132,0.26,1895
903,2398,10,131,0.11,458
2069,1804,4,197,0.7,2171
1713,1249,1,68,0.45,1749
2432,966,5,191,0.74,2558
999,1281,5,190,0.52,910
791,3089,6,172,0.14,533
1639,2415,6,113,0.87,1601
2504,1737,6,200,0.97,2693
3606,2406,10,55,0.2,3261
1404,2823,2,119,0.93,1397
1244,2526,5,90,0.74,1179
1675,3811,5,72,0.91,1653
2724,3389,5,81,0.48,2596
1450,3399,3,166,0.09,1314
2112,1125,5,96,0.08,1978
2794,3601,9,164,0.69,2656
3025,1306,1,108,0.24,3095
2922,854,5,149,0.85,3033
908,682,6,105,0.38,805
2875,547,3,170,0.21,2926
1449,3811,3,165,0.22,1332
1024,2239,10,136,0.55,799
646,973,2,166,0.98,666
812,3280,8,139,0.76,716
2256,3942,8,170,0.0,1856
1805,928,8,133,0.53,1749
3782,1410,8,51,0.45,3613
520,3081,7,69,0.93,496
1611,3731,4,127,0.68,1547
3414,1308,4,128,0.55,3452
1701,2259,6,75,0.16,1452
966,807,2,142,0.96,1063
3304,1594,10,70,0.38,3064
3674,2712,7,79,0.65,3630
1153,3107,7,134,0.65,1031
2305,1494,7,95,0.56,2245
3948,1428,2,117,0.7,4035
2659,1967,10,200,0.14,2425
1392,1069,8,184,0.81,1475
3036,1412,1,172,0.2,3168
2762,2827,6,82,0.79,2732
3959,3572,7,192,0.22,3859
2322,1641,4,126,0.95,2436
3296,2450,5,178,0.81,3425
3629,3380,4,181,0.34,3643
915,2402,7,196,0.64,789
1360,867,9,135,0.11,1087
542,3306,7,87,0.87,497
3229,1551,3,52,0.76,3245
1986,2213,1,185,0.4,1995
658,2077,6,73,0.21,421
1912,798,1,136,0.5,2023
2789,675,1,185,0.55,2951
829,3630,1,94,0.58,808
3806,717,4,121,0.08,3743
1639,2521,2,190,1.0,1640
1604,1831,7,150,0.21,1359
1730,789,3,134,0.96,1857
1220,2361,10,82,0.33,885
992,2090,4,166,0.46,884
2944,3623,2,96,0.2,2866
1670,1879,6,98,0.77,1624
3769,2454,9,121,0.06,3467
2819,3779,2,96,0.39,2758
3208,1386,3,74,0.02,3135
1929,982,6,67,0.91,1969
2322,2209,5,95,0.06,2149
502,2403,3,114,0.4,412
3294,3362,8,132,0.68,3219
1606,2004,9,114,0.44,1364
860,3937,8,150,0.6,700
3018,1088,4,173,0.26,3043
1905,3587,1,71,0.88,1899
3209,1382,5,173,0.06,3147
3418,1066,7,66,0.33,3249
2505,2636,2,118,0.68,2511
2264,2658,2,166,0.13,2193
1131,3810,1,127,0.12,1087
1320,1376,2,187,0.56,1355
941,816,5,183,0.19,862
3834,1240,1,72,0.92,3902
1762,1916,10,82,0.85,1711
618,571,6,163,0.41,533
3693,2121,8,183,0.75,3776
2850,2585,8,132,0.13,2610
1635,588,4,140,0.34,1643
1762,2216,6,183,0.5,1624
1508,2038,10,101,0.08,1053
1204,2952,3,139,0.88,1186
2589,2353,9,166,0.69,2582
1287,798,1,72,0.72,1341
634,2814,7,66,0.47,449
2908,3780,1,197,0.08,2863
2479,3660,10,82,0.24,2099
1730,2531,7,52,0.14,1430
2855,3457,8,56,0.95,2837
3223,1588,10,142,0.67,3200
632,3996,6,193,0.31,425
913,2078,6,60,0.22,679
1008,1953,3,138,0.53,938
650,3364,7,94,0.25,388
3545,2466,3,118,0.44,3579
2800,1596,2,63,0.52,2815
1955,2016,5,181,0.02,1785
1688,1238,8,71,0.42,1522
3404,4000,4,159,0.91,3391
